INCIDENT_NUMBER,Lat,Long,my_colours
I172040575,42.33561876,-71.07717169,pink
I172001421,42.29420769,-71.04975975,purple
I172062222,42.35408145,-71.05977436,yellow
I172084466,42.32291406,-71.10328402,red
I172033057,42.36271299,-71.06093712,yellow
I172032530,42.28427374,-71.08109194,orange
I172075967,42.27213254,-71.09373454,orange
I172050371,42.35366271,-71.05356113,yellow
I172105636,42.32696647,-71.06198607,green
I172034864,42.35014802,-71.0698982,yellow
I172048894,42.29197155,-71.07174552,purple
I172029731,42.31269827,-71.06459218,purple
I172002440,42.32866284,-71.08563401,blue
I172044147,42.36194375,-71.05789916,yellow
I172005283,42.33731824,-71.0538321,green
I172019492,42.33997488,-71.06446552,pink
I172074431,42.33255094,-71.10631164,blue
I172103087,42.34278722,-71.0738256,pink
I172017981,42.29156264,-71.06713211,purple
I172092788,42.29855717,-71.08348265,orange
I172002483,42.28979745,-71.10951154,red
I172080138,42.28965805,-71.08634397,orange
I172070912,42.27837506,-71.05394523,purple
I172003326,42.36414881,-71.06920743,yellow
I172054444,42.34456196,-71.09781939,pink
I172094603,42.3153083,-71.08333147,blue
I172037859,42.31142435,-71.10260491,red
I172057344,42.28664406,-71.07500645,orange
I172032350,42.35919555,-71.05463831,yellow
I172060211,42.33893529,-71.07016502,pink
I172082007,42.33848313,-71.06649316,pink
I172033654,42.31408477,-71.09624126,red
I172004801,42.33560666,-71.04526922,green
I172073841,42.30947615,-71.05800088,purple
I172092117,42.27647573,-71.09256906,orange
I172004788,42.30028028,-71.06015261,purple
I172075952,42.30913788,-71.11658098,red
I172051747,42.29903803,-71.05780292,purple
I172068550,42.32153248,-71.07738533,blue
I172088473,42.30768258,-71.11545931,red
I172090508,42.31748189,-71.06450704,blue
I172009349,42.34522836,-71.08537838,pink
I172084042,42.34610331,-71.10270802,pink
I172062102,42.34263637,-71.0902642,pink
I172099926,42.361369,-71.071208,yellow
I172060998,42.34136252,-71.06707636,pink
I172075636,42.28575222,-71.06430857,purple
I172052293,42.30896999,-71.08284839,blue
I172035641,42.31096953,-71.08461836,blue
I172033733,42.3509006,-71.0606869,yellow
I172051843,42.31236627,-71.0993374,red
I172018802,42.34946444,-71.14270449,red
I172044361,42.2985085,-71.06786956,purple
I172087971,42.32469443,-71.10087902,red
I172049740,42.31012879,-71.0667901,purple
I172106819,42.30043155,-71.07988533,orange
I172043175,42.33381437,-71.04284935,green
I172081875,42.2992492,-71.05042339,purple
I172067124,42.32694087,-71.07641291,blue
I172003765,42.31190475,-71.05910531,purple
I172041912,42.2703642,-71.09949286,orange
I172022314,42.29330376,-71.0885899,orange
I172013384,42.32246156,-71.08486426,blue
I172039467,42.31061759,-71.10340196,red
I172101045,42.34907307,-71.04947981,green
I172061415,42.28781305,-71.06794132,purple
I172069792,42.32150685,-71.07076276,blue
I172015548,42.34489594,-71.09659186,pink
I172058471,42.33169815,-71.06798157,green
I172098844,42.32158344,-71.11213007,red
I172104338,42.31872501,-71.06908436,blue
I172011188,42.34427817,-71.08154155,pink
I172062723,42.33792266,-71.09526598,pink
I172016335,42.310434,-71.0613401,purple
I172106959,42.31544307,-71.059799,purple
I172020948,42.33515685,-71.0947747,blue
I172098268,42.34888042,-71.06149764,yellow
I172066027,42.33195363,-71.08170278,blue
I172035504,42.34299572,-71.07344065,pink
I172041077,42.29198005,-71.112359,red
I172019372,42.35314439,-71.0606843,yellow
I172014808,42.28840766,-71.05860624,purple
I172097395,42.30402156,-71.0645917,purple
I172069913,42.29012122,-71.07080009,purple
I172007213,42.31659535,-71.10311898,red
I172093082,42.28968115,-71.09212545,orange
I172076641,42.33280302,-71.0963892,blue
I172022164,42.29012204,-71.08964896,orange
I172021737,42.32609148,-71.1049222,red
I172028051,42.27061469,-71.08655479,orange
I172073227,42.34478782,-71.08740728,pink
I172012017,42.35423003,-71.07696583,pink
I172024830,42.33997488,-71.06446552,pink
I172010175,42.32557398,-71.0524813,green
I172071795,42.28687441,-71.09457079,orange
I172060445,42.32037524,-71.06699789,blue
I172033843,42.28358274,-71.06075274,purple
I172002769,42.30911422,-71.08667126,blue
I172020215,42.32853529,-71.08213874,blue
I172053712,42.32626442,-71.08451486,blue
I172013282,42.2871482,-71.06493039,purple
I172092528,42.28174231,-71.09241594,orange
I172062503,42.35142278,-71.06084508,yellow
I172001443,42.29919694,-71.06046974,purple
I172029233,42.30941006,-71.07359048,blue
I172077098,42.33744152,-71.10428096,blue
I172106312,42.32515853,-71.07035496,blue
I172014591,42.3330049,-71.05403387,green
I172011335,42.30537848,-71.06151356,purple
I172046125,42.29937957,-71.07365916,purple
I172099076,42.2997969,-71.06533457,purple
I172029809,42.32015319,-71.06220377,blue
I172029008,42.271011,-71.09419087,orange
I172012152,42.32263156,-71.06979845,blue
I172081939,42.3043395,-71.08477887,blue
I172008252,42.30055518,-71.11312439,red
I172004095,42.36002828,-71.06776812,yellow
I172051889,42.2805583,-71.09812926,orange
I172072680,42.34622511,-71.06611417,pink
I172053777,42.31997268,-71.0751086,blue
I172047851,42.363536,-71.059004,yellow
I172089412,42.3290376,-71.05694505,green
I172065875,42.31109885,-71.08135829,blue
I172075814,42.27362899,-71.06961086,purple
I172015119,42.32503495,-71.08568349,blue
I172107423,42.33581733,-71.07404383,pink
I172103537,42.30277884,-71.06210293,purple
I172001824,42.34442266,-71.09833083,pink
I172081531,42.32171349,-71.08260822,blue
I172079198,42.28034314,-71.05474538,purple
I172005269,42.3420038,-71.10011169,pink
I172097037,42.28689263,-71.09047753,orange
I172024196,42.29549223,-71.0858704,orange
I172100206,42.3662519,-71.06817798,yellow
I172062060,42.31728054,-71.07450804,blue
I172018341,42.35464585,-71.0546419,yellow
I172087864,42.28712049,-71.08421139,orange
I172074873,42.3275408,-71.09950013,blue
I172065746,42.32579168,-71.07460835,blue
I172011114,42.29923318,-71.07414711,orange
I172069621,42.29888634,-71.06379903,purple
I172049662,42.30238064,-71.0871183,blue
I172043550,42.33917577,-71.06551933,pink
I172030461,42.30724276,-71.07558677,purple
I172027039,42.35014256,-71.05973905,yellow
I172037464,42.33740281,-71.08221533,pink
I172006232,42.35062199,-71.06151653,yellow
I172079464,42.28009069,-71.05822917,purple
I172045294,42.30267423,-71.07802536,purple
I172094845,42.33880691,-71.0703254,pink
I172009720,42.3205644,-71.10444614,red
I172055396,42.33066449,-71.03464502,green
I182000453,42.28602296,-71.0547826,purple
I172091182,42.30824094,-71.08128527,blue
I172084537,42.3494205,-71.083158,pink
I172013013,42.35591935,-71.06000539,yellow
I172048210,42.28265445,-71.05493909,purple
I172017440,42.291964,-71.095916,red
I172041264,42.33195363,-71.08170278,blue
I172044695,42.35383485,-71.05320638,yellow
I172084154,42.28553308,-71.09580077,orange
I172006316,42.32492546,-71.09839601,red
I172099631,42.31577329,-71.09461096,red
I172044918,42.3207858,-71.09316876,blue
I172020436,42.28092154,-71.08766264,orange
I172066811,42.34715742,-71.08656275,pink
I172087730,42.3141078,-71.07525124,blue
I172009504,42.34730994,-71.10634646,pink
I172097392,42.33225457,-71.11160342,blue
I172107368,42.28304828,-71.06504811,purple
I172100159,42.29540175,-71.08237834,orange
I172063594,42.28603014,-71.05356597,purple
I172062030,42.30540715,-71.06547135,purple
I172010455,42.2918509,-71.11533848,red
I172082619,42.32207537,-71.06972764,blue
I172091152,42.33550576,-71.04291647,green
I172066805,42.33915108,-71.04773134,green
I172032847,42.33186291,-71.1123942,red
I172018160,42.31091044,-71.05767414,purple
I172020499,42.29191251,-71.07049431,purple
I172066229,42.31022576,-71.06905888,purple
I172082354,42.29234068,-71.04803996,purple
I172045583,42.33402461,-71.09039049,orange
I172104709,42.30010597,-71.0710271,purple
I172014137,42.36025385,-71.06447113,yellow
I172043243,42.30600097,-71.1079491,red
I172039781,42.29105647,-71.08933752,orange
I172036970,42.33152148,-71.07085307,green
I172055856,42.34114797,-71.08246189,pink
I172051357,42.34986763,-71.06847851,yellow
I172038506,42.36192792,-71.07081974,yellow
I172061709,42.28833313,-71.07626654,orange
I172013334,42.28831955,-71.07112311,purple
I172031932,42.33511654,-71.10767674,blue
I172039379,42.32613742,-71.07531938,blue
I172073314,42.31772991,-71.05672543,purple
I172054919,42.31993295,-71.08157395,blue
I172019227,42.31358713,-71.08108336,blue
I172040059,42.28810176,-71.04895762,purple
I172015460,42.32696647,-71.06198607,green
I172092549,42.30600262,-71.0587872,purple
I172049142,42.29019621,-71.07159012,purple
I172087419,42.33076942,-71.07766482,blue
I172079638,42.32401893,-71.09680779,blue
I172063270,42.33249638,-71.10004807,blue
I172040881,42.32246336,-71.10757917,red
I172106942,42.36608625,-71.05696428,yellow
I172052251,42.32492546,-71.09839601,red
I172104534,42.30682138,-71.06030035,purple
I172079043,42.3378758,-71.04651628,green
I172055186,42.30276102,-71.10434842,red
I172025256,42.27407347,-71.10884647,orange
I172015808,42.30030819,-71.07206425,purple
I172027771,42.27994437,-71.07018798,purple
I172005695,42.30095488,-71.06537601,purple
I172081386,42.36139413,-71.0576869,yellow
I172018550,42.34149581,-71.07624518,pink
I172090553,42.31705299,-71.06521384,blue
I172103111,42.29012204,-71.08964896,orange
I172050321,42.33744152,-71.10428096,blue
I172092808,42.28427374,-71.08109194,orange
I172097918,42.29167441,-71.07172281,purple
I172043465,42.34862382,-71.08277637,pink
I172061996,42.2727729,-71.07725241,orange
I172021612,42.35147336,-71.07560042,pink
I172084898,42.35334316,-71.05935192,yellow
I172033068,42.34877575,-71.09606805,pink
I172048162,42.3163318,-71.06498909,purple
I172058149,42.32238956,-71.10832681,red
I172026931,42.33906366,-71.07000464,pink
I172085833,42.28548568,-71.09090863,orange
I172047000,42.30127592,-71.08574118,orange
I172089395,42.35118146,-71.0882412,pink
I172021798,42.32795652,-71.10526297,blue
I172093978,42.30947016,-71.06664424,purple
I172097230,42.3219697,-71.07242529,blue
I172070282,42.33296171,-71.1104193,blue
I172026846,42.345877,-71.075252,pink
I172041081,42.36379365,-71.05447076,yellow
I172021144,42.3018969,-71.08554944,orange
I172058663,42.32322437,-71.05896841,green
I172068736,42.31959298,-71.062607,blue
I172079012,42.32026165,-71.08600267,blue
I172103402,42.33392545,-71.06656645,green
I172088066,42.26994732,-71.09380308,orange
I172058863,42.31775594,-71.06673388,blue
I172008635,42.3107776,-71.06060553,purple
I172104111,42.29243585,-71.07950617,orange
I172076086,42.29268711,-71.08038427,orange
I172063970,42.34729751,-71.08773575,pink
I172023755,42.33681993,-71.05449658,green
I172026673,42.32889214,-71.08513322,blue
I172043753,42.35590641,-71.05157573,yellow
I172078614,42.33254346,-71.09605866,blue
I172101375,42.31959298,-71.062607,purple
I172063959,42.28474173,-71.04487421,purple
I172052561,42.27673598,-71.06683537,purple
I172087048,42.33887086,-71.04805895,green
I172003515,42.3525717,-71.0749163,pink
I172058716,42.35232371,-71.06400187,yellow
I172103743,42.33178186,-71.09718868,blue
I172094179,42.34895777,-71.08489204,pink
I172053493,42.31236627,-71.0993374,red
I172057165,42.36406524,-71.06333709,yellow
I172068732,42.31526714,-71.0630687,purple
I172027695,42.33152148,-71.07085307,green
I172088759,42.33445996,-71.04943145,green
I172031921,42.31135492,-71.07023491,purple
I172098950,42.32282279,-71.10402287,red
I172011728,42.28202294,-71.07125917,purple
I172045462,42.35311007,-71.06432264,yellow
I172021735,42.32909775,-71.07906694,blue
I172078720,42.32822472,-71.10746727,blue
I172084820,42.28126947,-71.09794759,orange
I172107083,42.35480857,-71.07479579,pink
I172055671,42.30512949,-71.11461873,red
I172043483,42.31043385,-71.10849101,red
I172002386,42.29648008,-71.08001594,orange
I172030724,42.33585857,-71.04073746,green
I172063249,42.27130225,-71.07442362,orange
I172063111,42.28094063,-71.06967262,purple
I172085843,42.28457983,-71.0808331,orange
I172003114,42.27974294,-71.0661997,purple
I172083977,42.32752693,-71.05541255,green
I172038615,42.32908071,-71.07501301,blue
I172067727,42.28799062,-71.07448379,orange
I172090510,42.30345537,-71.08340924,orange
I172096207,42.328597,-71.08274741,blue
I172009561,42.32945117,-71.05665934,green
I172023679,42.28719884,-71.09037294,orange
I172017342,42.28419895,-71.05440749,purple
I172094114,42.36658726,-71.06019881,yellow
I172039158,42.27064633,-71.09271881,orange
I172036707,42.33182961,-71.07347274,pink
I172009119,42.34787894,-71.08559518,pink
I172030438,42.30455863,-71.11464834,red
I172066662,42.33428841,-71.07239518,pink
I172064173,42.30942147,-71.07460029,blue
I172027884,42.31893878,-71.09826197,blue
I172038759,42.35373104,-71.07548929,pink
I172025173,42.34285169,-71.05427918,green
I172037295,42.35521429,-71.06206351,yellow
I172018295,42.30455372,-71.08295366,blue
I172036224,42.35661814,-71.05193863,yellow
I172002062,42.29666202,-71.06121836,purple
I172070478,42.28477047,-71.0942912,orange
I172017291,42.35393998,-71.07802992,pink
I172039473,42.31590032,-71.09820045,red
I172048533,42.34274131,-71.05735681,green
I172061435,42.35099438,-71.06645588,yellow
I172080306,42.29019621,-71.07159012,purple
I172027536,42.29017432,-71.08808525,orange
I172075990,42.29666202,-71.06121836,purple
I172105088,42.33664223,-71.10876358,blue
I172031850,42.31326606,-71.08939926,blue
I172106092,42.35147336,-71.07560042,pink
I172074585,42.31907799,-71.05721298,purple
I172025181,42.32962107,-71.05763827,green
I172015907,42.34717072,-71.09855075,pink
I172041685,42.29453954,-71.0866989,orange
I172033599,42.28526024,-71.06444063,purple
I172065904,42.36119772,-71.06828088,yellow
I172037803,42.29598068,-71.0702667,purple
I172020286,42.33551534,-71.10083207,blue
I172049005,42.3367113,-71.07102057,pink
I172088039,42.33509483,-71.04155046,green
I172069580,42.346777,-71.104386,pink
I172105254,42.29328572,-71.07185722,purple
I172006097,42.34774387,-71.06383389,yellow
I172007801,42.30545103,-71.08057209,blue
I172091254,42.32946443,-71.07496711,blue
I172042411,42.33401829,-71.07638124,pink
I172064190,42.33168201,-71.06798742,green
I172091142,42.30263978,-71.06038376,purple
I172104941,42.28104853,-71.0720644,orange
I172024744,42.27729778,-71.09798312,orange
I172039881,42.32324433,-71.07752376,blue
I172052968,42.32338016,-71.0563617,green
I172064624,42.31145415,-71.05341141,purple
I172093334,42.31875855,-71.10212209,red
I172035895,42.35859211,-71.05921583,yellow
I172067521,42.35158276,-71.06894222,yellow
I172033471,42.34999733,-71.0810344,pink
I172056174,42.32702358,-71.07522008,blue
I172040791,42.341332,-71.0807435,pink
I172072437,42.30545103,-71.08057209,blue
I172013612,42.30870132,-71.07932755,blue
I172094504,42.36240281,-71.06954652,yellow
I172105330,42.30756404,-71.05843368,purple
I172092024,42.31296937,-71.05720983,purple
I172083908,42.27014779,-71.08956535,orange
I172056360,42.320483,-71.061514,purple
I172043652,42.33766029,-71.08339201,pink
I172082074,42.32952036,-71.08530641,blue
I172088598,42.30703835,-71.06615319,purple
I172046016,42.31015595,-71.07928347,blue
I172067875,42.28106002,-71.08420647,orange
I172076534,42.31815683,-71.06432255,blue
I172092268,42.33152148,-71.07085307,green
I172025243,42.34698193,-71.08651163,pink
I172092666,42.33227604,-71.05205464,green
I172051659,42.34903931,-71.09933787,pink
I172071227,42.35484614,-71.05266752,yellow
I172096024,42.34182396,-71.05550337,green
I172103956,42.28457983,-71.0808331,orange
I172068515,42.30349827,-71.07937537,orange
I172059920,42.31600283,-71.06272297,purple
I172000154,42.3125497,-71.08757081,blue
I172080210,42.29125586,-71.07475092,orange
I172036497,42.34278722,-71.0738256,pink
I172047683,42.31951084,-71.11161394,red
I172056575,42.31122045,-71.10875962,red
I172090343,42.34182396,-71.05550337,green
I172078128,42.28347978,-71.07645408,orange
I172059839,42.33361072,-71.04589653,green
I172011160,42.300945,-71.106067,blue
I172018153,42.31335397,-71.07961067,blue
I172096434,42.27148263,-71.07564385,orange
I172106381,42.29131613,-71.07170293,purple
I172054770,42.30154274,-71.07201939,purple
I172028966,42.33573516,-71.0292272,green
I172101522,42.30768258,-71.11545931,red
I172020743,42.32667817,-71.0714811,blue
I172020131,42.30638323,-71.06021218,purple
I172095466,42.32246336,-71.10757917,red
I172036047,42.2976232,-71.08910353,orange
I172067539,42.36671934,-71.05450994,yellow
I172076965,42.29843275,-71.08122675,orange
I172034343,42.34006986,-71.0527942,green
I172004496,42.2876142,-71.06378598,purple
I172079141,42.28339069,-71.07388628,orange
I172058422,42.29666202,-71.06121836,purple
I172054768,42.34487687,-71.07235198,pink
I172023656,42.29755533,-71.0597091,purple
I172060751,42.32104457,-71.09281974,blue
I172052532,42.33697857,-71.05500277,green
I172089016,42.3420185,-71.08566213,pink
I172087121,42.33785941,-71.06736986,pink
I172092712,42.31709355,-71.07802977,blue
I172019915,42.28660263,-71.08653164,orange
I172050920,42.33880788,-71.05083406,green
I172096326,42.31720702,-71.09879922,red
I172072873,42.32350078,-71.06407821,green
I172007770,42.2912766,-71.07600037,orange
I172001763,42.28001818,-71.07837049,orange
I172057596,42.29738524,-71.09005716,orange
I172088133,42.2973366,-71.08729604,orange
I172003868,42.34585625,-71.08099529,pink
I172006201,42.30915823,-71.06402751,purple
I172037224,42.3382519,-71.1061384,blue
I172037879,42.27276385,-71.07630638,orange
I172048096,42.30060526,-71.05923027,purple
I172009182,42.29752097,-71.08502291,orange
I172095570,42.35054962,-71.11033279,pink
I172105185,42.30867785,-71.0829592,blue
I172081646,42.3318188,-71.06868237,green
I172003561,42.34952372,-71.05705643,yellow
I172058923,42.30082268,-71.08589873,orange
I172060599,42.34295335,-71.08833139,pink
I172072505,42.35232087,-71.05801215,yellow
I172060119,42.36119772,-71.06828088,yellow
I172045875,42.31525065,-71.09772652,red
I172036867,42.30362473,-71.11464272,red
I172020906,42.36571448,-71.06061587,yellow
I172074155,42.29716347,-71.07954018,orange
I172034890,42.29174127,-71.07717929,orange
I172101648,42.351084,-71.059395,yellow
I172025812,42.32639844,-71.11152626,red
I172072270,42.30082268,-71.08589873,orange
I172029892,42.32294923,-71.05681759,green
I172063383,42.31231538,-71.10172067,red
I172032766,42.30970016,-71.08582414,blue
I172064187,42.31610241,-71.07756199,blue
I172060721,42.36406324,-71.05287475,yellow
I172065467,42.27647573,-71.09256906,orange
I172076358,42.28624029,-71.06416775,purple
I172094215,42.34875218,-71.08564343,pink
I172042200,42.34695268,-71.05112684,green
I172039886,42.30497366,-71.06134412,purple
I172085521,42.27312127,-71.07887987,orange
I172055619,42.34031366,-71.07844457,pink
I172032325,42.31322413,-71.05715277,purple
I172015950,42.35074197,-71.06006135,yellow
I172040703,42.29024384,-71.05862095,purple
I172103499,42.3191711,-71.09192415,blue
I172038966,42.32438673,-71.11466284,red
I172065629,42.28288889,-71.05604682,purple
I172046811,42.31086842,-71.07425854,blue
I172079802,42.29471439,-71.06289394,purple
I172032335,42.26984836,-71.09532394,orange
I172106405,42.32853529,-71.08213874,blue
I172106557,42.30340413,-71.08384306,orange
I172022562,42.34980175,-71.07840978,pink
I172044454,42.32271736,-71.10488628,red
I172038706,42.30811624,-71.05961129,purple
I172043437,42.3173037,-71.07799648,blue
I172106409,42.282381,-71.07612455,orange
I172002507,42.29993437,-71.11355693,red
I172081402,42.34601613,-71.0938121,pink
I172018480,42.31460733,-71.0883245,blue
I172028798,42.36611988,-71.05845188,yellow
I172090632,42.30581531,-71.109627,red
I172038979,42.35014256,-71.05973905,yellow
I172100728,42.28074237,-71.05491141,purple
I172012312,42.31449247,-71.08699087,blue
I172033747,42.36357376,-71.06169582,yellow
I172086777,42.35717394,-71.06126832,yellow
I172003747,42.36384369,-71.05840557,yellow
I172012969,42.3483823,-71.0638195,yellow
I172102491,42.3145305,-71.069234,blue
I172062014,42.31052866,-71.08671835,blue
I172025791,42.35603279,-71.05919355,yellow
I172096936,42.33731438,-71.04852327,green
I172087382,42.33402461,-71.09039049,orange
I172054917,42.30095488,-71.06537601,purple
I172014196,42.30650674,-71.05756867,purple
I172059740,42.32332362,-71.06044008,green
I172010258,42.36118028,-71.06286446,yellow
I172033557,42.32890929,-71.05260009,green
I172001858,42.31062774,-71.0518002,purple
I172025037,42.27632695,-71.09726257,orange
I172102256,42.31410481,-71.09291975,blue
I172034022,42.30846634,-71.0832783,blue
I172031885,42.36791615,-71.05638574,yellow
I172084784,42.2985085,-71.06786956,purple
I172030709,42.30609597,-71.06425709,purple
I172098263,42.28264955,-71.08534279,orange
I172060185,42.36386575,-71.05351919,yellow
I172098394,42.35438252,-71.05213281,yellow
I172081460,42.30536545,-71.06812632,purple
I172012388,42.31567796,-71.0944252,red
I172091872,42.28625551,-71.06257486,purple
I172046905,42.28411373,-71.07938717,orange
I172059264,42.30851521,-71.04557965,green
I172097182,42.35115526,-71.06130589,yellow
I172020170,42.31367548,-71.07321788,blue
I172037900,42.33794261,-71.05184093,green
I172013459,42.33562126,-71.07582361,pink
I172042106,42.32856401,-71.06835343,green
I172006677,42.3352005,-71.03540812,green
I172059266,42.33893529,-71.07016502,pink
I172014939,42.33225457,-71.11160342,blue
I172014711,42.27837506,-71.05394523,purple
I172039971,42.35650174,-71.0619996,yellow
I172083609,42.30144714,-71.07681348,purple
I172013264,42.357875,-71.051329,yellow
I172075325,42.28927291,-71.06622608,purple
I172052597,42.29901707,-71.07337539,orange
I172085288,42.27357721,-71.0677043,purple
I172045465,42.2960628,-71.08664795,orange
I172061275,42.2922879,-71.07177018,purple
I172017920,42.30878855,-71.09055618,blue
I172052245,42.30645329,-71.08453413,blue
I172103346,42.29328572,-71.07185722,purple
I172031056,42.30576686,-71.08097517,blue
I172010694,42.34072169,-71.07768509,pink
I172012385,42.36524662,-71.05416027,yellow
I172031677,42.35143483,-71.06969334,yellow
I172020841,42.30538115,-71.08527061,blue
I172074904,42.32324363,-71.10892316,red
I172079236,42.29798785,-71.06506647,purple
I172008193,42.32354783,-71.07225003,blue
I172073587,42.29479486,-71.04790629,purple
I172018887,42.28478994,-71.05708875,purple
I172037079,42.31828902,-71.06265046,purple
I172077210,42.32809577,-71.09974298,blue
I172031622,42.31508904,-71.05383651,purple
I172006766,42.30027796,-71.07883962,orange
I172056886,42.32747841,-71.07879693,blue
I172009682,42.35768645,-71.06075134,yellow
I172037385,42.34508761,-71.07985732,pink
I172058765,42.32223668,-71.06835304,blue
I172053162,42.32754043,-71.06598386,green
I172048199,42.35903323,-71.05880143,yellow
I172050270,42.35064119,-71.08938693,pink
I172040124,42.32696647,-71.06198607,green
I172012389,42.30238881,-71.08539388,orange
I172066316,42.29057504,-71.07165726,purple
I172088157,42.32992681,-71.08113693,blue
I172089759,42.30114533,-71.05991447,purple
I172012348,42.28482577,-71.09137369,orange
I172043655,42.28799812,-71.07788107,orange
I172030803,42.28265604,-71.07374541,orange
I172065266,42.30153379,-71.06416629,purple
I172050483,42.29131425,-71.07593672,orange
I172088931,42.33387137,-71.03940721,green
I172060484,42.29360585,-71.0718865,purple
I172056401,42.3323355,-71.07120018,green
I172061063,42.33841268,-71.07427827,pink
I172058912,42.31113699,-71.08227667,blue
I172002486,42.30740521,-71.10909189,red
I172041482,42.33910163,-71.09231204,pink
I172068160,42.322012,-71.109969,red
I172084399,42.32922866,-71.05495286,green
I172085896,42.30385443,-71.06087585,purple
I172088666,42.31295163,-71.07989658,blue
I172000785,42.30471224,-71.11794342,red
I172107462,42.28933096,-71.08351742,orange
I172079899,42.35877445,-71.05157653,yellow
I172062904,42.3507885,-71.06218706,yellow
I172054852,42.35131763,-71.05838367,yellow
I172070597,42.32665471,-71.10679596,red
I172064095,42.30344978,-71.0715395,purple
I172021496,42.33378885,-71.04419671,green
I172025115,42.363536,-71.059004,yellow
I172009158,42.35366271,-71.05356113,yellow
I172029414,42.28463751,-71.05531422,purple
I172000671,42.28796645,-71.05620715,purple
I172008878,42.32066147,-71.07067867,blue
I172028443,42.3457335,-71.10008092,pink
I172043059,42.28104853,-71.0720644,orange
I172069984,42.36038173,-71.06285769,yellow
I172049759,42.33090984,-71.05286826,green
I172067623,42.30952511,-71.08261838,blue
I172086146,42.31026396,-71.0820187,blue
I172056054,42.33648039,-71.07321503,pink
I172086292,42.32016095,-71.0777729,blue
I172097254,42.31930194,-71.05273762,purple
I172077177,42.27222808,-71.07006149,orange
I172034992,42.29746606,-71.0827431,orange
I172066362,42.26726416,-71.09461109,orange
I172055125,42.30316091,-71.08515552,orange
I172006545,42.35086724,-71.06305976,yellow
I172015658,42.32925905,-71.08482402,blue
I172059094,42.28827055,-71.06016408,purple
I172081962,42.35389258,-71.06214998,yellow
I172087226,42.36658726,-71.06019881,yellow
I172078962,42.28962239,-71.07141943,purple
I172090123,42.336112,-71.04665434,green
I172040173,42.28344144,-71.08331661,orange
I172099289,42.31363297,-71.0891036,blue
I172104730,42.36240281,-71.06954652,yellow
I172016549,42.33849306,-71.0485035,green
I172051381,42.32360785,-71.08256941,blue
I172088093,42.33024704,-71.08077804,blue
I172043063,42.32752693,-71.05541255,green
I172096788,42.36033536,-71.07081975,yellow
I172042993,42.31323306,-71.05813011,purple
I172015823,42.298311,-71.048329,purple
I172089528,42.31495383,-71.11410163,red
I172001491,42.32665471,-71.10679596,red
I172032755,42.320483,-71.061514,purple
I172039580,42.29873368,-71.07209253,purple
I172105748,42.31215757,-71.07056813,blue
I172016141,42.29260123,-71.07746346,orange
I172057381,42.35602373,-71.06177615,yellow
I172014799,42.27273548,-71.06792411,purple
I172017104,42.31071077,-71.07876813,blue
I172086387,42.30711784,-71.11037756,red
I172011734,42.30095488,-71.06537601,purple
I172015502,42.34771287,-71.07374933,pink
I172072791,42.31109466,-71.09238463,blue
I172047014,42.32579168,-71.07460835,blue
I172085934,42.31907295,-71.05985929,purple
I172040496,42.29768954,-71.06090954,purple
I172013069,42.3219697,-71.07242529,blue
I172075359,42.31949779,-71.09707352,blue
I172086548,42.30461251,-71.07296566,purple
I172075069,42.31614182,-71.09833064,red
I172043770,42.29479486,-71.04790629,purple
I172011342,42.35053712,-71.04873486,green
I172045820,42.30131086,-71.08443841,orange
I172105802,42.34131728,-71.06964463,pink
I172064304,42.28273545,-71.05496519,purple
I172091402,42.3051015,-71.08083089,orange
I172080500,42.3297427,-71.05826343,green
I172029779,42.29746606,-71.0827431,orange
I172026992,42.34675589,-71.0652127,pink
I172015991,42.33280302,-71.0963892,blue
I172077103,42.32074773,-71.08179833,blue
I172087578,42.34211488,-71.06611075,pink
I172052630,42.32423224,-71.11070231,red
I172063367,42.2806123,-71.08350146,orange
I172040582,42.31544795,-71.09817611,red
I172004050,42.29969646,-71.05715558,purple
I172090658,42.28831955,-71.07112311,purple
I172057159,42.31580852,-71.09829029,red
I172081946,42.30782846,-71.05837474,purple
I172097207,42.31715877,-71.06543173,blue
I172024214,42.3289779,-71.07592971,blue
I172105091,42.32270922,-71.09932317,red
I172021490,42.32896936,-71.09180191,blue
I172073671,42.30132851,-71.07870873,orange
I172027979,42.27832754,-71.0850628,orange
I172101260,42.33581104,-71.05575441,green
I172086219,42.31882655,-71.06605368,blue
I172093525,42.31735472,-71.0658297,blue
I172013062,42.31462373,-71.06002851,purple
I172072809,42.34439568,-71.08632016,pink
I172009886,42.30316091,-71.08515552,orange
I172053917,42.33282982,-71.05382366,green
I172092598,42.30929183,-71.0633036,purple
I172034107,42.28962239,-71.07141943,purple
I172060096,42.28236818,-71.08972869,orange
I172014992,42.36490476,-71.05671873,yellow
I172053652,42.29530363,-71.08635771,orange
I172023962,42.32115322,-71.07406477,blue
I172013859,42.32311753,-71.1066622,red
I172063613,42.31321161,-71.07970024,blue
I172011501,42.31729894,-71.07651659,blue
I172051185,42.28492596,-71.07135254,purple
I172098413,42.28787216,-71.05506324,purple
I172099246,42.32692484,-71.06919772,blue
I172050977,42.2793449,-71.05928084,purple
I172061439,42.2789366,-71.05417188,purple
I172034004,42.36216771,-71.0682702,yellow
I172053282,42.31743398,-71.07038844,blue
I172038514,42.3149787,-71.07537598,blue
I172063461,42.320483,-71.061514,purple
